DATE,UNRATE,CPIAUCSL_PC1,INTDSRUSM193N,FEDFUNDS
3/1/2017,4.4,2.4412,1.5,0.79
4/1/2017,4.4,2.17622,1.5,0.9
5/1/2017,4.4,1.85634,1.5,0.91
6/1/2017,4.3,1.64057,1.75,1.04
7/1/2017,4.3,1.72511,1.75,1.15
8/1/2017,4.4,1.92812,1.75,1.16
9/1/2017,4.3,2.18057,1.75,1.15
10/1/2017,4.2,2.02076,1.75,1.15
11/1/2017,4.2,2.17249,1.75,1.16
12/1/2017,4.1,2.12993,2,1.3
1/1/2018,4,2.15132,2,1.41
2/1/2018,4.1,2.26347,2,1.42
3/1/2018,4,2.33095,2.25,1.51
4/1/2018,4,2.471,2.25,1.69
5/1/2018,3.8,2.78192,2.25,1.7
6/1/2018,4,2.80755,2.5,1.82
7/1/2018,3.8,2.85412,2.5,1.91
8/1/2018,3.8,2.64292,2.5,1.91
9/1/2018,3.7,2.33206,2.75,1.95
10/1/2018,3.8,2.49203,2.75,2.19
11/1/2018,3.8,2.14733,2.75,2.2
12/1/2018,3.9,2.00238,3,2.27
1/1/2019,4,1.55068,3,2.4
2/1/2019,3.8,1.52006,3,2.4
3/1/2019,3.8,1.85314,3,2.41
4/1/2019,3.6,1.99179,3,2.42
5/1/2019,3.7,1.79352,3,2.39
6/1/2019,3.6,1.64968,3,2.38
7/1/2019,3.7,1.77976,3,2.4
8/1/2019,3.7,1.74678,2.75,2.13
9/1/2019,3.5,1.71662,2.5,2.04
10/1/2019,3.6,1.76918,2.25,1.83
11/1/2019,3.6,2.0622,2.25,1.55
12/1/2019,3.6,2.31399,2.25,1.55
1/1/2020,3.5,2.50042,2.25,1.55
2/1/2020,3.5,2.33932,2.25,1.58
3/1/2020,4.4,1.54287,0.25,0.65
4/1/2020,14.7,0.3452,0.25,0.05
5/1/2020,13.2,0.22641,0.25,0.05
6/1/2020,11,0.71602,0.25,0.08
7/1/2020,10.2,1.01414,0.25,0.09
8/1/2020,8.4,1.30907,0.25,0.1
9/1/2020,7.9,1.37148,0.25,0.09
10/1/2020,6.9,1.18253,0.25,0.09
11/1/2020,6.7,1.16756,0.25,0.09
12/1/2020,6.7,1.32204,0.25,0.09
1/1/2021,6.3,1.39478,0.25,0.09
2/1/2021,6.2,1.69336,0.25,0.08
3/1/2021,6.1,2.63052,0.25,0.07
4/1/2021,6.1,4.13055,0.25,0.07
5/1/2021,5.8,4.91503,0.25,0.06
6/1/2021,5.9,5.28161,0.25,0.08
7/1/2021,5.4,5.22151,0.25,0.1
8/1/2021,5.2,5.18829,0.25,0.09
9/1/2021,4.8,5.38363,.,0.08
10/1/2021,4.5,6.23775,.,0.08
11/1/2021,4.2,6.86239,.,0.08
12/1/2021,3.9,7.19446,.,0.08
1/1/2022,4,7.59528,.,0.08
2/1/2022,3.8,7.95485,.,0.08
3/1/2022,3.6,8.51522,.,0.2
4/1/2022,3.6,8.22777,.,0.33
5/1/2022,3.6,8.50233,.,0.77
6/1/2022,3.6,8.93299,.,1.21
7/1/2022,3.5,8.41318,.,1.68
8/1/2022,3.7,8.22736,.,2.33
9/1/2022,3.5,8.21485,.,2.56
10/1/2022,3.7,7.76249,.,3.08
11/1/2022,3.6,7.13535,.,3.78
12/1/2022,3.5,6.44494,.,4.1
1/1/2023,3.4,6.34716,.,4.33
2/1/2023,3.6,5.98644,.,4.57
3/1/2023,3.5,4.98692,.,4.65
4/1/2023,3.4,4.95719,.,4.83
5/1/2023,3.7,4.12884,.,5.06
6/1/2023,3.6,3.092,.,5.08
7/1/2023,3.5,3.29908,.,5.12
8/1/2023,3.8,3.7075,.,5.33
9/1/2023,3.8,.,.,5.33
