CERT,CHCLASS1,CITYST,COST,FAILDATE,FIN,ID,NAME,QBFASSET,RESTYPE,RESTYPE1,SAVR
29003,SL,"NEW YORK, NY",3943,11/30/1990,7421,2947,EDISON FSA,140107,FAILURE,PA,RTC
29466,SL,"PARAGOULD, AR",24622,11/30/1990,7445,2948,FIRST SA,64124,FAILURE,PA,RTC
30122,SL,"TUSKEGEE, AL",15266,11/30/1990,2128,2949,TUSKEGEE S & LA,31836,FAILURE,PA,RTC
31058,SL,"HOUSTON, TX",1700654,11/30/1990,2124,2950,SAN JACINTO SAVINGS,2869629,FAILURE,PA,RTC
31616,SB,"JOURDANTON, TX",7091,11/30/1990,7393,2951,ATASCOSA SA,34662,FAILURE,PO,RTC
31827,SL,"TYLER, TX",4901,11/30/1990,7413,2952,FIRST SOUTHWEST FS & LA,51219,FAILURE,PA,RTC
26383,N,"PARKER, CO",763,12/6/1990,4297,2953,DOUGLAS COUNTY NATIONAL BANK,5371,FAILURE,PA,BIF
21631,NM,"HARKER HEIGHTS, TX",4720,12/7/1990,4299,2954,HEIGHTS BANK,28752,FAILURE,PA,BIF
24105,N,"ROWLETT, TX",6512,12/7/1990,4298,2955,FIRST NATIONAL BANK OF ROWLETT,20509,FAILURE,IDT,BIF
27700,SL,"TEXARCANA, AR",11185,12/7/1990,7423,2956,TEXARKANA FS & LA,40379,FAILURE,PA,RTC
29827,SB,"MINEOLA, NY",247559,12/7/1990,2172,2957,CENTRAL FEDERAL SAVINGS,890776,FAILURE,PA,RTC
29958,SL,"RALEIGH, NC",55713,12/7/1990,2170,2958,FIRST FEDERAL SAVINGS,520377,FAILURE,PI,RTC
31053,SL,"ANDREWS, TX",10983,12/7/1990,7427,2959,ANDREWS SAVINGS & LOAN ASSOC.,126078,FAILURE,PO,RTC
90201,SI,"GARDNER, MA",68035,12/12/1990,4300,2960,NEW ENGLAND ALLBANK FOR SAVINGS,173269,FAILURE,IDT,BIF
9469,NM,"LEXINGTON, OK",883,12/13/1990,4303,2961,FIRST STATE BANK,7477,FAILURE,PA,BIF
11558,NM,"BRENHAM, TX",9368,12/13/1990,4302,2962,WASHINGTON COUNTY STATE BANK,77722,FAILURE,PA,BIF
26835,NM,"ALEXANDRIA, LA",4130,12/13/1990,4301,2963,BANK OF COMMERCE,19650,FAILURE,PA,BIF
9019,NM,"OMAHA, TX",5339,12/14/1990,4305,2964,THE STATE BANK OF OMAHA,20519,FAILURE,PA,BIF
23074,NM,"TUSTIN, CA",23931,12/14/1990,4307,2965,FAR WESTERN BANK,154318,FAILURE,PO,BIF
23104,NM,"DALLAS, TX",6295,12/14/1990,4306,2966,PEOPLES STATE BANK,30262,FAILURE,PA,BIF
25125,NM,"BOCA RATON, FL",27269,12/14/1990,4304,2967,FIRST COMMERCIAL BANK OF FLORIDA,171578,FAILURE,PA,BIF
28143,SL,"BERWYN, IL",73945,12/14/1990,2204,2968,OLYMPIC FEDERAL SAVINGS,1054382,FAILURE,PA,RTC
28473,SL,"HAMMONTON, NJ",28260,12/14/1990,2131,2969,EMPIRE SAVINGS BANK,219328,FAILURE,PA,RTC
28809,SL,"ST. LOUIS, MO",305919,12/14/1990,7253,2970,COMMUNITY FS & LA,1977010,FAILURE,PA,RTC
29457,SB,"LOWELL, MA",321340,12/14/1990,7440,2971,COMFED SAVINGS BANK,1402978,FAILURE,PI,RTC
30645,SL,"TRENTON, NJ",6,12/14/1990,7416,2972,OLD BOROUGH SAVINGS & LOAN,133547,FAILURE,IDT,RTC
31126,SL,"LAS VEGAS, NV",-248,12/14/1990,7255,2973,FRONTIER SAVINGS ASSOCIATION,252407,FAILURE,PA,RTC
31137,SL,"WAUKEGAN, IL",19573,12/14/1990,7446,2974,HOME FEDERAL BANK FOR SAVINGS,348106,FAILURE,PA,RTC
28783,SL,"COLUMBUS, OH",71,12/15/1990,7258,2975,MID-AMERICA FS & LA,1206441,FAILURE,PA,RTC
32145,SB,"LITTLE ROCK, AR",15373,12/21/1990,7428,2976,ARKANSAS FSB,71705,FAILURE,PA,RTC
29415,SB,"CHICAGO, IL",12622,12/27/1990,7263,2977,"ENTERPRISE SAVINGS BANK, FA",432576,FAILURE,PA,RTC
19572,NM,"BOSTON, MA",205878,12/28/1990,4308,2978,CAPITOL BANK AND TRUST COMPANY,485550,FAILURE,PO,BIF
28287,SB,"NEW ORLEANS, LA",7021,12/28/1990,2126,2979,SOUTHERN FS,230780,FAILURE,PO,RTC
29116,SL,"ANDALUSIA, AL",6332,12/28/1990,2116,2980,FIRST FS & LA OF ANDALUSIA,38693,FAILURE,PA,RTC
28634,SL,"RANDALLSTOWN, MD",2,1/4/1991,7266,2981,ROYAL OAK FS & LA,27310,FAILURE,PA,RTC
28767,SB,"ATLANTA, GA",80646,1/4/1991,7373,2982,FULTON FEDERAL SAVINGS BANK,2016621,FAILURE,PA,RTC
29161,SL,"PITTSBURGH, PA",96028,1/4/1991,7267,2983,FIRST FS & LA OF PITTSBURG,3089704,FAILURE,PA,RTC
29638,SL,"SAN ANTONIO, TX",37685,1/4/1991,7262,2984,FIRST FEDERAL SAVINGS & LOAN,638622,FAILURE,PA,RTC
30888,SL,"NEWARK, NJ",7519,1/4/1991,7392,2985,TRIDENT FEDERAL S & L ASSOC.,47159,FAILURE,PA,RTC
2545,N,"HARTFORD, CT",151127,1/6/1991,4310,2986,THE CONNECTICUT BANK & TRUST CO,7210748,FAILURE,PA,BIF
2560,N,"BOSTON, MA",572581,1/6/1991,4309,2987,"BANK OF NEW ENGLAND, NATIONAL ASSOC",13428614,FAILURE,PA,BIF
4275,N,"PORTLAND, ME",0,1/6/1991,4311,2988,MAINE NATIONAL BANK,1045658,FAILURE,PA,BIF
26302,N,"GLASTONBURY, CT",26647,1/11/1991,4312,2989,COMMUNITY NATIONAL BANK,85364,FAILURE,PA,BIF
28292,SL,"NEWPORT BEACH, CA",498684,1/11/1991,2188,2990,FAR WEST SAVINGS & LOAN,3714988,FAILURE,PI,RTC
31560,SL,"HARTFORD, CT",3358,1/11/1991,2157,2991,CONNECTICUT SAVINGS AND LOAN,17375,FAILURE,PA,RTC
32134,SL,"COSTA MESA, CA",22127,1/11/1991,7366,2992,MALIBU SB,139117,FAILURE,PA,RTC
30138,SL,"PATERSON, NJ",25727,1/18/1991,2163,2993,IRVING SAVINGS & LOAN,222484,FAILURE,PA,RTC
32332,SL,"FOUNTAIN VALLEY, CA",110,1/18/1991,7358,2994,BEACH FEDERAL SAVINGS ASSOC.,81792,FAILURE,PA,RTC
23221,N,"RIO RANCHO, NM",10941,1/22/1991,4313,2995,"AMERICAN BANK, NATIONAL ASSOCIATION",20712,FAILURE,IDT,BIF
23461,N,"FARMERS BRANCH, TX",15366,1/24/1991,4314,2996,METROPOLITAN NATIONAL BANK,97314,FAILURE,PA,BIF
24568,NM,"RICHMOND, CA",4323,1/25/1991,4315,2997,ALVARADO BANK,33480,FAILURE,PA,BIF
30169,SL,"CLIFTON, NJ",15290,1/25/1991,2106,2998,CENTER S & LA,132562,FAILURE,PA,RTC
31062,SL,"BEVERLY HILLS, CA",206275,1/25/1991,7439,2999,COLUMBIA SAVINGS & LOAN ASSN.,5358626,FAILURE,PO,RTC
31703,SB,"TYSONS CORNER, VA",172842,1/25/1991,2195,3000,TRUSTBANK FSB,1823394,FAILURE,PI,RTC
32523,SL,"CORAL SPRINGS, FL",4291,1/25/1991,7331,3001,CORAL S & LA,32197,FAILURE,PA,RTC
16428,N,"CHICAGO, IL",2626,1/29/1991,4316,3002,CITIZENS NATIONAL BANK AND TRUST,18776,FAILURE,PA,BIF
20579,NM,"AUSTIN, TX",35259,1/31/1991,4317,3003,BANK OF THE HILLS,255108,FAILURE,PA,BIF
25815,N,"ARANSAS COUNTY, TX",2997,1/31/1991,4318,3004,"ROCKPORT BANK, NATIONAL ASSOCIATION",17796,FAILURE,PA,BIF
11272,NM,"NORWALK, CT",87535,2/1/1991,4319,3005,THE MERCHANTS BANK AND TRUST CO,269867,FAILURE,PA,BIF
17721,SI,"PORTLAND, ME",184197,2/1/1991,4320,3006,MAINE SAVINGS BANK,1182519,FAILURE,PA,BIF
29422,SL,"TOLEDO, OH",38421,2/1/1991,2117,3007,FIRST FEDERAL SAVINGS OF TOLEDO,1022500,FAILURE,PA,RTC
31654,SB,"RICHMOND, VA",210819,2/1/1991,2169,3008,COREAST FSB,1209981,FAILURE,PI,RTC
31859,SL,"JONESBOROUGH, TN",1301,2/1/1991,7343,3009,GEORGE WASHINGTON FSA,14586,FAILURE,PA,RTC
17850,NM,"LOCKHART, TX",2072,2/7/1991,4321,3010,LOCKHART STATE BANK,24316,FAILURE,PA,BIF
22080,N,"KAUFMAN, TX",3268,2/7/1991,4322,3011,FIRST NATIONAL BANK IN KAUFMAN,20351,FAILURE,PA,BIF
28150,SL,"WYCKOFF, NJ",37780,2/8/1991,7444,3012,FIRST JERSEY S & LA ASSOC.,287692,FAILURE,PA,RTC
29585,SL,"WAYNESBORO, TN",2119,2/8/1991,7383,3013,FIRST FSA OF WAYNESBORO,18165,FAILURE,PA,RTC
29946,SL,"BAY ST. LOUIS, MS",2091,2/8/1991,7399,3014,PEOPLES FEDERAL SAVINGS BANK,59686,FAILURE,PA,RTC
31719,SL,"SEATTLE, WA",3621,2/8/1991,7362,3015,FAMILY S & LA,99576,FAILURE,PA,RTC
32114,SL,"BEVERLY HILLS, CA",60093,2/8/1991,7380,3016,UNITY FS & LA,454475,FAILURE,PA,RTC
5594,N,"WORTHAM, TX",2111,2/14/1991,4324,3017,THE FIRST NATIONAL BANK OF WORTH,7282,FAILURE,PA,BIF
16965,NM,"KENNER, LA",11175,2/14/1991,4323,3018,MERCHANTS TRUST & SAVINGS BANK,43848,FAILURE,PA,BIF
29370,SL,"KEENE, NH",25824,2/20/1991,7385,3019,FIRST NORTHERN COOP,114564,FAILURE,PA,RTC
21985,N,"ALBUQUERQUE, NM",4690,2/21/1991,4325,3020,SOUTHWEST NATIONAL BANK,37236,FAILURE,PA,BIF
27170,NM,"NILES, OH",0,2/22/1991,4326,3021,THE MCKINLEY BANK,70565,FAILURE,PA,BIF
29015,SB,"HOLLYWOOD, FL",82556,2/22/1991,1298,3022,HOLLYWOOD FSB,1525465,FAILURE,PA,RTC
31206,SL,"DALLAS, GA",4091,2/22/1991,2115,3023,FIRST FS & LA,37523,FAILURE,PA,RTC
17806,N,"COLLEGE STATION, TX",9815,2/28/1991,4327,3024,"UNITED CITIZENS BANK, NATIONAL ASSOC",44906,FAILURE,PA,BIF
29643,SL,"NEW KENSINGTON, PA",2458,3/1/1991,7434,3025,PEOPLES FEDERAL S & L ASSOC.,107564,FAILURE,PA,RTC
32235,SB,"LAWRENCEVILLE, NJ",17600,3/1/1991,2102,3026,AMERIFIED SAVINGS BANK,110647,FAILURE,PO,RTC
24588,NM,"LOS ANGELES, CA",3927,3/8/1991,4330,3027,MANILABANK,20775,FAILURE,PA,BIF
24831,SM,"PALM CITY, FL",3560,3/8/1991,4329,3028,FIRST MARINE BANK OF FLORIDA,17165,FAILURE,PA,BIF
25145,SM,"PORT ST. LUCIE, FL",1896,3/8/1991,4328,3029,SEAFIRST BANK,11521,FAILURE,PA,BIF
28827,SL,"BIRMINGHAM, AL",17504,3/8/1991,2177,3030,JEFFERSON FEDERAL SA,666471,FAILURE,PA,RTC
29019,SL,"WEWOKA, OK",5239,3/8/1991,7384,3031,FIRST FSA OF WEWOKA,32917,FAILURE,PA,RTC
29036,SB,"BALDWIN, NY",19948,3/8/1991,2133,3032,BEACON FEDERAL SAVINGS,405964,FAILURE,PA,RTC
30139,SL,"PATERSON, NJ",4014,3/8/1991,7437,3033,ALEXANDER HAMILTON,210702,FAILURE,PA,RTC
30960,SB,"HURON, SD",526,3/8/1991,7443,3034,FIRST FSB,51933,FAILURE,PA,RTC
31454,SL,"FORT PIERCE, FL",36864,3/8/1991,2108,3035,FIRST CITIZENS SLA,200485,FAILURE,PA,RTC
32340,SL,"HIGH POINT, NC",19170,3/8/1991,2122,3036,PREFFERED SAVINGS AND LOAN,224456,FAILURE,PA,RTC
18844,NM,"VICTORIA, TX",3957,3/14/1991,4331,3037,CROSSROADS BANK,22416,FAILURE,PA,BIF
26557,SI,"BROOKLINE, MA",12127,3/14/1991,4332,3038,COOLIDGE CORNER CO-OPERATIVE BANK,83699,FAILURE,PA,BIF
27003,NM,"BOSTON, MA",15168,3/15/1991,4333,3039,THE BLACKSTONE BANK AND TRUST CO,49258,FAILURE,IDT,BIF
28683,SB,"MIAMI, FL",557515,3/15/1991,2184,3040,AMERIFIRST FEDERAL SAVINGS,3575040,FAILURE,PA,RTC
28791,SL,"UPPER DARBY, PA",197296,3/15/1991,2186,3041,BELL FEDERAL SAVINGS,850573,FAILURE,PA,RTC
29083,SL,"KANSAS CITY, MO",307557,3/15/1991,2202,3042,HOME SAVINGS ASSOCIATION,2944195,FAILURE,PI,RTC
29716,SL,"ARCANUM, OH",2919,3/15/1991,2103,3043,ARCANIUM FSA,45361,FAILURE,PA,RTC
32514,SL,"PALM HARBOR, FL",3389,3/15/1991,7449,3044,SOVEREIGN SB,38909,FAILURE,PA,RTC
10331,NM,"WILLIS, TX",5701,3/21/1991,4334,3045,CITADEL BANK,21874,FAILURE,PA,BIF
11185,NM,"SABINAL, TX",3673,3/21/1991,4335,3046,SABINAL BANK,24822,FAILURE,PO,BIF
28512,SL,"JACKSON HEIGHTS, NY",166282,3/22/1991,2206,3047,STATE SAVINGS,445379,FAILURE,PA,RTC
28605,SL,"CHICKASHA, OK",4311,3/22/1991,2160,3048,FIRST FSA OF CHICKASHA,161381,FAILURE,PA,RTC
29287,SB,"DES MOINES, IA",50214,3/22/1991,1289,3049,UNITED FSA OF IOWA,895845,FAILURE,PA,RTC
30940,SB,"SWAINSBORO, GA",46343,3/22/1991,2207,3050,"THE FEDERAL SB, FSB",150907,FAILURE,PA,RTC
31648,SL,"ADA, OK",44585,3/22/1991,2146,3051,AMERICAN FEDERAL BANK,110234,FAILURE,PA,RTC
32175,SB,"BORGER, TX",6158,3/22/1991,7403,3052,CITIZENS SECURITY BANK,34089,FAILURE,PA,RTC
32563,SB,"ROCKVILLE, MD",8380,3/22/1991,2165,3053,"REPUBLIC SB, FSB",26394,FAILURE,PA,RTC
32095,SB,"SANTA BARBARA, CA",103369,3/27/1991,2197,3054,"COUNTY BANK, FSB",1172063,FAILURE,PA,RTC
25817,NM,"HARTFORD, CT",53299,3/28/1991,4336,3055,THE LANDMARK BANK,227859,FAILURE,PA,BIF
22487,NM,"CLAREMONT, NH",40626,3/29/1991,4337,3056,CITY BANK AND TRUST,116044,FAILURE,PA,BIF
24043,N,"LIMON, CO",3011,3/29/1991,4338,3057,CITIZENS NATIONAL BANK,11414,FAILURE,IDT,BIF
11576,NM,"WEIMAR, TX",2212,4/4/1991,4339,3058,FIRST STATE BANK,26023,FAILURE,PA,BIF
19612,SM,"GRAFTON, WV",3752,4/5/1991,4340,3059,THE BLUEVILLE BANK OF GRAFTON,48118,FAILURE,PA,BIF
28347,SL,"HAMILTON, OH",1172,4/5/1991,2140,3060,COLUMBIA FSA OF HAMILTON,61327,FAILURE,PA,RTC
29417,SL,"SANFORD, FL",17734,4/5/1991,2210,3061,FIRST FS & LA OF SEMINOLE CO.,185267,FAILURE,PA,RTC
30361,SL,"ZION, IL",6158,4/5/1991,2144,3062,FIRST SAVINGS OF ZION,63207,FAILURE,PA,RTC
31270,SB,"ASHBURN, GA",2746,4/5/1991,2200,3063,"FIRST FEDERAL SB, FSB",30156,FAILURE,PA,RTC
18723,NM,"SHREVEPORT, LA",10525,4/11/1991,4341,3064,AMERICAN BANK & TRUST COMPANY,60928,FAILURE,PA,BIF
23487,NM,"TUCSON, AZ",7329,4/12/1991,4343,3065,ARIZONA COMMERCE BANK,80832,FAILURE,PA,BIF
27315,NM,"HAMDEN, CT",29581,4/12/1991,4342,3066,WHITNEY BANK AND TRUST,40601,FAILURE,IDT,BIF
32054,SL,"WATERBURY, CT",49989,4/12/1991,2192,3067,SECURITY SAVINGS & LOAN,143194,FAILURE,PA,RTC
25120,N,"SHERMAN, TX",2728,4/18/1991,4344,3068,COMMUNITY NATIONAL BANK,19048,FAILURE,PA,BIF
29844,SL,"WEST PATERSON, NJ",94773,4/19/1991,1268,3069,"PROSPECT PARK, FSB",511522,FAILURE,PA,RTC
30392,SB,"NASHVILLE, TN",112220,4/19/1991,2203,3070,METROPOLITAN FS & LA,985057,FAILURE,PA,RTC
31914,SL,"SOUTHAVEN, MS",9121,4/19/1991,2139,3071,MERCANTILE SAVINGS BANK,33779,FAILURE,PA,RTC
32596,SL,"MUSKOGEE, OK",0,4/19/1991,1219,3072,CIMARRON FEDERAL SAVINGS,781965,FAILURE,PA,RTC
32603,SL,"KINGFISHER, OK",-386,4/19/1991,2187,3073,CHISHOLM FS & LA,154401,FAILURE,PA,RTC
23217,SM,"JEFFERSON COUNTY, CO",2002,4/26/1991,4345,3074,COLUMBINE VALLEY BANK AND TRUST,9458,FAILURE,PA,BIF
29588,SL,"ALGONA, IA",4,4/26/1991,2154,3075,"HOME FS & LA, FA",134307,FAILURE,PA,RTC
29819,SB,"BALTIMORE, MD",5595,4/26/1991,2185,3076,AUGUSTA FSA,151333,FAILURE,PI,RTC
32202,SB,"MARINA DEL REY, CA",6324,4/26/1991,2167,3077,"EXECUTIVE SB, FSB",58634,FAILURE,PA,RTC
32380,SB,"BELTSVILLE, MD",147716,4/26/1991,1286,3078,JOHN HANSON FSB,840701,FAILURE,PA,RTC
32598,SB,"IRVING, TX",3,4/26/1991,1212,3079,SUNBELT SAVINGS,6038921,FAILURE,PA,RTC
32605,SL,"LAWTON, OK",-442,4/26/1991,2205,3080,RED RIVER FS & LA,422245,FAILURE,PA,RTC
26791,NM,"BOSTON, MA",127300,5/3/1991,4347,3081,BOSTON TRADE BANK,307033,FAILURE,IDT,BIF
28975,SL,"PITTSBURG, KS",5,5/3/1991,2143,3082,FIRST FS & LA OF PITTSBURG,290886,FAILURE,PA,RTC
30370,SB,"CHICAGO, IL",1319,5/3/1991,2153,3083,CENTURY FEDERAL SAVINGS,25857,FAILURE,PA,RTC
30413,SB,"NORFOLK, VA",12306,5/3/1991,2193,3084,SENTRY FSA,50295,FAILURE,PO,RTC
30686,SL,"MARIETTA, OH",3322,5/3/1991,2155,3085,"LIBERTY SB, FSB",17787,FAILURE,PA,RTC
31179,SL,"FAIRFIELD, NJ",3585,5/3/1991,2190,3086,"NEWTON SAVINGS BANK, FSA",40854,FAILURE,PA,RTC
32412,SL,"ALBUQUERQUE, NM",29423,5/3/1991,2181,3087,SECURITY FS & LA OF ALBUQUERQUE,261711,FAILURE,PI,RTC
3397,N,"POTH, TX",1450,5/9/1991,4350,3088,THE FIRST NATIONAL BANK OF POTH,18673,FAILURE,PA,BIF
8441,NM,"CHIRENO, TX",1467,5/9/1991,4346,3089,CHIRENO STATE BANK,12397,FAILURE,PA,BIF
18709,NM,"TEMPLE, TX",10724,5/9/1991,4349,3090,TEXAS BANK AND TRUST OF TEMPLE,45228,FAILURE,PA,BIF
25736,N,"JERSEY VILLAGE, TX",8505,5/9/1991,4348,3091,VILLAGE GREEN NATIONAL BANK,29452,FAILURE,IDT,BIF
18960,N,"WASHINGTON, DC",77772,5/10/1991,4352,3092,MADISON NATIONAL BANK,473781,FAILURE,PA,BIF
20210,N,"MCLEAN, VA",18207,5/10/1991,4353,3093,MADISON NATIONAL BANK OF VIRGINIA,174187,FAILURE,PA,BIF
27418,SM,"BALTIMORE, MD",968,5/10/1991,4351,3094,THE WASHINGTON BANK (OF MARYLAND),38974,FAILURE,IDT,BIF
28265,SL,"FARGO, ND",3040,5/10/1991,2142,3095,FIRST FS & LA OF FARGO,50013,FAILURE,PA,RTC
28523,SB,"CHICAGO, IL",0,5/10/1991,7289,3096,CAPITOL FEDERAL BANK FOR SAVINGS,39274,FAILURE,PA,RTC
28885,SL,"CRESTON, IA",1751,5/10/1991,2141,3097,FIRST FS & LA OF CRESTON,67326,FAILURE,PA,RTC
30782,SB,"NEWTON, KS",1477,5/10/1991,2138,3098,FIRST FSA OF NEWTON,125607,FAILURE,PA,RTC
31552,SL,"ABBEVILLE, LA",323,5/10/1991,2145,3099,VERMILION FSB,17825,FAILURE,PA,RTC
32100,SB,"WARNER ROBINS, GA",9770,5/10/1991,2176,3100,GUARANTY FSA,25648,FAILURE,PA,RTC
32537,SL,"CRANSTON, RI",28617,5/10/1991,2173,3101,COLONIAL FSB,60629,FAILURE,PO,RTC
19935,NM,"DALLAS, TX",25404,5/16/1991,4355,3102,CAPITAL BANK,111610,FAILURE,PA,BIF
27131,N,"CEDAR HILL, TX",2553,5/16/1991,4354,3103,FIRST NATIONAL BANK OF CEDAR HILL,10959,FAILURE,PA,BIF
15404,N,"CHICAGO, IL",14870,5/17/1991,4357,3104,THE COSMOPOLITAN NATIONAL BANK OF CHICAGO,110088,FAILURE,PA,BIF
22504,NM,"NEW ORLEANS, LA",10404,5/17/1991,4356,3105,FIRST CITY BANK,56068,FAILURE,PA,BIF
29002,SB,"MOBILE, AL",71167,5/17/1991,1280,3106,ALTUS FSB,1970413,FAILURE,PA,RTC
29795,SB,"LUDINGTON, MI",807,5/17/1991,2161,3107,LUDINGTON FSB,34190,FAILURE,PA,RTC
6499,N,"TOMS RIVER, NJ",115612,5/22/1991,4358,3108,THE FIRST NATIONAL BANK OF TOMS RIVER,1417531,FAILURE,PA,BIF
16544,N,"LOVINGTON, NM",3917,5/23/1991,4359,3109,LIBERTY NATIONAL BANK,51370,FAILURE,PA,BIF
29202,SB,"PORTLAND, OR",313560,5/23/1991,1263,3110,FAR WEST FSB,2070002,FAILURE,PA,RTC
20753,NM,"HOLIDAY, FL",16482,5/24/1991,4360,3111,FLORIDA STATE BANK,87374,FAILURE,PA,BIF
27380,SM,"ROANOKE, VA",4460,5/24/1991,4361,3112,FIRST SECURITY BANK,15885,FAILURE,IDT,BIF
31436,SL,"PASADENA, CA",41659,5/24/1991,2180,3113,PROGRESSIVE SAVINGS BANK,388336,FAILURE,PA,RTC
10544,N,"NEWTON, MA",104173,5/31/1991,4362,3114,"UNIVERSITY BANK, NATIONAL ASSOCIATION",318836,FAILURE,IDT,BIF
15963,SI,"BUFFALO, NY",779432,5/31/1991,4363,3115,GOLDOME,9890866,FAILURE,PA,BIF
28019,SL,"STATEN ISLAND, NY",9850,5/31/1991,2209,3116,WESTERLEIGH SAVINGS,147849,FAILURE,PA,RTC
31168,SL,"ST. PETERSBURG, FL",96925,5/31/1991,1264,3117,GOLDOME FSB,1476880,FAILURE,PA,RTC
31274,SB,"SMYRNA, GA",10986,5/31/1991,2208,3118,UNITED FS & LA,119333,FAILURE,PA,RTC
31363,SL,"COMPTON, CA",88,5/31/1991,1217,3119,ENTERPRISE S&LA,13508,FAILURE,PA,RTC
32126,SB,"CALDWELL, TX",7388,5/31/1991,2166,3120,BURLESON COUNTY SAVINGS ASSOC.,31475,FAILURE,PA,RTC
32592,SB,"EL PASO, TX",-4386,5/31/1991,1206,3121,MERABANK TEXAS,1157911,FAILURE,PI,RTC
25142,N,"SAN ANTONIO, TX",789,6/6/1991,4364,3122,"NORTHWEST BANK, NATIONAL ASSOCIATION",7204,FAILURE,PA,BIF
28161,SL,"NEW ORLEANS, LA",15075,6/7/1991,1301,3123,DRYADES S & LA,262265,FAILURE,PA,RTC
90310,SI,"WOBURN, MA",35933,6/7/1991,4365,3124,WOBURN FIVE CENTS SAVINGS BANK,247219,FAILURE,PA,BIF
17681,NM,"HORTON, KS",4250,6/13/1991,4366,3125,THE BANK OF HORTON,167298,FAILURE,PA,BIF
19012,N,"AMARILLO, TX",11845,6/13/1991,4367,3126,TASCOSA NATIONAL BANK OF AMARILLO,73908,FAILURE,PA,BIF
23039,NM,"HEWITT, TX",3959,6/13/1991,4368,3127,PEOPLES BANK,17273,FAILURE,PA,BIF
27274,N,"VICTORIA, TX",1245,6/13/1991,4369,3128,"TEXAS PREMIER BANK OF VICTORIA, NATIONAL A",15449,FAILURE,PA,BIF
30538,SL,"SPRINGFIELD, PA",-551,6/14/1991,2194,3129,SPRINGFIELD FSLA,97522,FAILURE,PA,RTC
31276,SB,"LOWELL, IN",1366,6/14/1991,2159,3130,"FIRST COMMERCE SB, FSB",10886,FAILURE,PA,RTC
26659,SI,"BOSTON, MA",2887,6/21/1991,4370,3131,BEACON CO-OPERATIVE BANK,31806,FAILURE,PA,BIF
32179,SL,"HUNTINGTON BEACH, CA",150166,6/21/1991,1296,3132,GUARDIAN FSA,682096,FAILURE,PA,RTC
17795,SI,"BOSTON, MA",169857,6/28/1991,4371,3133,FIRST MUTUAL BANK FOR SAVINGS,1129946,FAILURE,PA,BIF
28786,SL,"JONESBORO, AR",16282,6/28/1991,2182,3134,UNITED FS & LA,142465,FAILURE,PA,RTC
30758,SB,"PALISADES PARK, NJ",145771,6/28/1991,1211,3135,METROBANK FS & LA,474327,FAILURE,PA,RTC
32566,SL,"MORGANTON, NC",1830,7/9/1991,1231,3136,SURETY FS & LA,224820,FAILURE,PA,RTC
23882,N,"DRIPPING SPRINGS, TX",3682,7/12/1991,4372,3137,DRIPPING SPRINGS NATIONAL BANK,20177,FAILURE,PA,BIF
25592,NM,"SAN DIEGO, CA",2208,7/12/1991,4373,3138,LANDMARK THRIFT AND LOAN ASSOCIATION,16638,FAILURE,PO,BIF
27825,SL,"DANBURY, CT",24663,7/12/1991,2174,3139,DANBURRY SAVINGS & LOAN,270228,FAILURE,PA,RTC
29295,SB,"BARRON, WI",1906,7/12/1991,2178,3140,MONYCOR SAVINGS BANK,151736,FAILURE,PA,RTC
31800,SL,"SAN MATEO, CA",8346,7/12/1991,1272,3141,PAN AMERICAN FSB,287190,FAILURE,PA,RTC
32223,SL,"AUSTIN, TX",4995,7/12/1991,2158,3142,FIDELITY FS & LA,67044,FAILURE,PO,RTC
20960,NM,"METAIRIE, LA",29418,7/19/1991,4378,3143,PONTCHARTRAIN STATE BANK,139958,FAILURE,PA,BIF
26331,NM,"ELMWOOD PARK, NJ",16016,7/19/1991,4377,3144,COMMUNITY GUARDIAN BANK,55327,FAILURE,PA,BIF
30010,SL,"CLINTON, OK",2434,7/19/1991,7360,3145,CLINTON S & LA,22220,FAILURE,PA,RTC
30545,SL,"WESTMONT, IL",1,7/19/1991,2150,3146,COOPERATIVE FSB,74903,FAILURE,PA,RTC
32494,SL,"HIALEAH, FL",28173,7/19/1991,2168,3147,NEW METROPOLITAN FSB,18440,FAILURE,PA,RTC
3283,NM,"KERENS, TX",5128,7/25/1991,4379,3148,THE KERENS BANK,19538,FAILURE,PA,BIF
22325,NM,"ANSONIA, CT",13403,7/26/1991,4381,3149,THE HOUSATONIC BANK & TRUST CO,69070,FAILURE,PA,BIF
27157,N,"HILLSBOROUGH TWNS, NJ",27794,7/26/1991,4380,3150,SUBURBAN NATIONAL BANK,91091,FAILURE,PA,BIF
29498,SL,"RAWLINS, WY",2695,7/26/1991,7381,3151,WESTLAND FS & LA,31809,FAILURE,PA,RTC
32301,SL,"SAN FRANCISCO, CA",34963,7/26/1991,1209,3152,ATLANTIC FINANCIAL FSB,448913,FAILURE,PA,RTC
27618,SB,"COLUMBIA, SC",2702,8/2/1991,1238,3153,STANDARD FS & LA,319651,FAILURE,PA,RTC
32438,SB,"BOYNTON BEACH, FL",16190,8/2/1991,1292,3154,CORAL COAST FSB,61158,FAILURE,PA,RTC
2531,NM,"BRIDGEPORT, CT",511098,8/9/1991,4382,3155,CITYTRUST,1918530,FAILURE,PA,BIF
18256,SB,"BRIDGEPORT, CT",324571,8/9/1991,4383,3156,MECHANICS AND FARMERS SAVINGS BANK,1083920,FAILURE,PA,BIF
