CERT,CHCLASS1,CITYST,COST,FAILDATE,FIN,ID,NAME,QBFASSET,RESTYPE,RESTYPE1,SAVR
13797,NM,"TAYLOR, NE",1653,5/31/1985,2466,1000,BANK OF TAYLOR,14542,FAILURE,PA,FDIC
18388,NM,"FAIRFIELD, NE",1656,5/31/1985,6571,1001,FAIRFIELD STATE BANK,6795,FAILURE,PO,FDIC
18738,NM,"EDGAR, NE",1118,5/31/1985,2469,1002,SECURITY STATE BANK,6570,FAILURE,PA,FDIC
19117,NM,"OAK, NE",165,5/31/1985,6570,1003,SCROGGIN & COMPANY BANK,3552,FAILURE,PO,FDIC
30965,SL,"SAN DIEGO, CA",327146,5/31/1985,1706,1004,CENTRAL S&LA,2308903,ASSISTANCE,A/A,FSLIC
28621,SL,"BEVERLY HILLS, CA",223825,6/6/1985,1707,1005,SOUTHERN CALIFORNIA  S&LA,1492644,ASSISTANCE,A/A,FSLIC
31323,SL,"NASHVILLE, TN",3638,6/7/1985,0,1006,COMMUNITY FS&LA,22747,FAILURE,PO,FSLIC
31674,SL,"KNOXVILLE, TN",1529,6/7/1985,0,1007,MAGNOLIA FS&LA,4816,FAILURE,IDT,FSLIC
18551,N,"RIVERTON, WY",10568,6/11/1985,2470,1008,AMERICAN NATIONAL BANK OF RIVERTON,37937,FAILURE,PA,FDIC
4657,NM,"EDNA, KS",2827,6/13/1985,2471,1009,THE FIRST STATE BANK,8325,FAILURE,PA,FDIC
1602,NM,"BENSON, MN",8386,6/14/1985,2472,1010,SWIFT COUNTY BANK,41598,FAILURE,PA,FDIC
11613,NM,"DODGEVILLE, WI",2,6/14/1985,6576,1011,STRONG'S BANK,30733,FAILURE,IDT,FDIC
10507,NM,"DEXTER, KS",1280,6/20/1985,6577,1012,FARMERS STATE BANK OF DEXTER,4267,FAILURE,PO,FDIC
4165,N,"OKLAHOMA CITY, OK",32615,6/21/1985,2474,1013,"FIRST CITY BANK, N.A.",97808,FAILURE,PA,FDIC
13153,NM,"URBANA, IA",810,6/21/1985,2473,1014,URBANA SAVINGS BANK,7158,FAILURE,PA,FDIC
22452,N,"NEW YORK, NY",0,6/21/1985,5580,1015,GOLDEN PACIFIC NATIONAL BANK,146254,FAILURE,IDT,FDIC
28745,SL,"SAN CARLOS, CA",453308,6/21/1985,1729,1016,EUREKA FS&LA,1570628,ASSISTANCE,A/A,FSLIC
28913,SB,"LAKE PROVIDENCE, LA",156154,6/25/1985,7530,1017,"SUN BELT FEDERAL BANK, FSB",278335,FAILURE,ABT,FSLIC
31480,SL,"NEW ORLEANS, LA",73507,6/25/1985,7536,1018,NEW ORLEANS S&LA,118050,FAILURE,ABT,FSLIC
31891,SL,"NEW ORLEANS, LA",166227,6/25/1985,7535,1019,AUDUBON S&LA,211301,FAILURE,ABT,FSLIC
32015,SL,"BATON ROUGE, LA",29713,6/25/1985,0,1020,COMMUNITY FS&LA,47936,FAILURE,ABT,FSLIC
32029,SL,"COVINGTON, LA",89333,6/25/1985,7534,1021,NORTHLAKE S&LA,141383,FAILURE,ABT,FSLIC
32098,SB,"NEW ORLEANS, LA",53664,6/25/1985,7532,1022,CRESCENT SAVINGS BANK,89114,FAILURE,ABT,FSLIC
31940,SL,"SHAWNEE MSN, KS",16154,6/26/1985,1669,1023,CENTURY SA,91832,ASSISTANCE,A/A,FSLIC
4968,NM,"TRACY CITY, TN",2912,6/28/1985,2475,1024,FIRST BANK & TRUST,21123,FAILURE,PA,FDIC
31839,SL,"BATESVILLE, MS",4110,7/1/1985,0,1025,CITIZENS S&LA,18387,ASSISTANCE,A/A,FSLIC
10510,NM,"MADISON, KS",2479,7/2/1985,2476,1026,MADISON BANK,8392,FAILURE,PA,FDIC
14837,N,"JACKSONVILLE, AL",9086,7/5/1985,2477,1027,THE FIRST NATIONAL BANK OF JACKSONVILLE,43290,FAILURE,PA,FDIC
22163,NM,"OKLAHOMA CITY, OK",6920,7/11/1985,6584,1028,CROSSROADS STATE BANK,17776,FAILURE,PO,FDIC
3166,N,"DARROUZETT, TX",4130,7/18/1985,5586,1029,THE FIRST NATIONAL BANK OF DAROUZZET,18213,FAILURE,PO,FDIC
17962,NM,"ESKRIDGE, KS",5324,7/18/1985,2478,1030,ESKRIDGE STATE BANK,10137,FAILURE,PA,FDIC
32016,SL,"LAKE WORTH, FL",419225,7/18/1985,7543,1031,"SUNRISE, S&LA",1516512,FAILURE,ABT,FSLIC
10625,NM,"LINNEUS, MO",2214,7/19/1985,2480,1032,LINN COUNTY BANK,5381,FAILURE,PA,FDIC
22851,SM,"BLACK HAWK, CO",1330,7/19/1985,2479,1033,GILPIN COUNTY BANK,3861,FAILURE,PA,FDIC
28504,SL,"FLUSHING, NY",22906,7/19/1985,1682,1034,FLUSHING FS&LA,527685,ASSISTANCE,A/A,FSLIC
4745,N,"ONAGA, KS",2229,7/23/1985,2481,1035,THE FIRST NATIONAL BANK OF ONAGA,22379,FAILURE,PA,FDIC
18928,N,"GLENROCK, WY",4459,7/23/1985,2482,1036,FIRST NATIONAL BANK OF GLENROCK,18686,FAILURE,PA,FDIC
12423,NM,"EL DORADO, KS",1455,7/25/1985,2484,1037,CITIZENS STATE BANK OF EL DORADO,31185,FAILURE,PA,FDIC
20699,NM,"OVERLAND PARK, KS",6351,7/25/1985,2483,1038,KANSAS AMERICAN BANK,25707,FAILURE,PA,FDIC
28490,SL,"SAN MATEO, CA",829701,7/25/1985,1750,1039,BELL  S&LA,1635150,ASSISTANCE,A/A,FSLIC
18862,N,"HOUSTON, TX",3568,8/1/1985,2491,1040,RIVERSIDE NATIONAL BANK OF HOUSTON,18365,FAILURE,PA,FDIC
29071,SL,"PENDLETON, OR",8800,8/1/1985,1670,1041,WESTERN HERITAGE FS&LA,175148,ASSISTANCE,A/A,FSLIC
10970,NM,"ROUND LAKE, MN",7462,8/2/1985,2486,1042,FARMERS STATE BANK OF ROUND LAKE,23210,FAILURE,PA,FDIC
11828,NM,"RISING CITY, NE",320,8/2/1985,2485,1043,FARMERS STATE BANK,12845,FAILURE,PA,FDIC
29527,SL,"TEMPLE, TX",177863,8/2/1985,7520,1044,BELL SAVINGS BANC,185009,FAILURE,IDT,FSLIC
14180,NM,"MINEOLA, IA",213,8/6/1985,2489,1045,MINEOLA STATE BANK,5205,FAILURE,PA,FDIC
29540,SL,"SANTA ANA, CA",371337,8/7/1985,1754,1046,BUTTERFIELD  S&LA,708261,ASSISTANCE,A/A,FSLIC
18907,NM,"MIDWEST CITY, OK",6913,8/8/1985,2490,1047,SECURITY BANK & TRUST COMPANY,34976,FAILURE,PA,FDIC
10085,NM,"FARMERSVILLE, IL",2181,8/9/1985,2492,1048,STATE BANK OF FARMERSVILLE,11984,FAILURE,PA,FDIC
31906,SL,"DENVER, CO",56310,8/9/1985,0,1049,SIERRA FS&LA,48363,FAILURE,IDT,FSLIC
15380,NM,"HERNDON, KS",1571,8/14/1985,6600,1050,STATE BANK OF HERNDON,6237,FAILURE,PO,FDIC
24761,N,"FARMERS BRANCH, TX",5328,8/15/1985,5601,1051,"PARK WEST BANK, N.A.",20544,FAILURE,IDT,FDIC
55,NM,"ANDALUSIA, AL",0,8/16/1985,1926,1052,THE COMMERCIAL BANK,77816,ASSISTANCE,A/A,FDIC
32055,SL,"KALISPELL, MT",12908,8/16/1985,7521,1053,MONTANA S&LA,26949,FAILURE,PO,FSLIC
31818,SL,"GUERNEVILLE, CA",148930,8/20/1985,7557,1054,CENTENNIAL  S&LA,368163,FAILURE,IDT,FSLIC
10501,NM,"BRONSON, KS",3042,8/23/1985,6602,1055,THE BANK OF BRONSON,9604,FAILURE,PO,FDIC
32083,SL,"KENNER, LA",147947,8/23/1985,7522,1056,ALLIANCE FS&LA,188137,FAILURE,IDT,FSLIC
16084,NM,"CARDWELL, MO",868,8/28/1985,2493,1057,CARDWELL STATE BANK,6206,FAILURE,PA,FDIC
19574,NM,"HAYTI, MO",1367,8/28/1985,2494,1058,MISSOURI DELTA BANK,9116,FAILURE,PA,FDIC
31749,SL,"PORTERVILLE, CA",96609,8/28/1985,7541,1059,PRESIDIO  S&LA,284494,FAILURE,ABT,FSLIC
16798,N,"HOBBS, NM",54020,8/30/1985,2495,1060,"MONCOR BANK, N.A.",229302,FAILURE,PA,FDIC
28124,SL,"SEATTLE, WA",100841,8/30/1985,0,1061,WESTSIDE FS&LA,378366,FAILURE,ABT,FSLIC
27766,SL,"MATTESON, IL",3000,9/3/1985,0,1062,CITIZENS FS&LA,133824,ASSISTANCE,A/A,FSLIC
6096,NM,"LORETTO, TN",3933,9/4/1985,2496,1063,THE BANK OF LORETTO,25637,FAILURE,PA,FDIC
23209,SM,"CLIFTON, CO",2748,9/6/1985,6607,1064,BANK OF CLIFTON,10887,FAILURE,PO,FDIC
30676,SL,"HOUSTON, TX",738898,9/6/1985,1804,1065,HEIGHTS SAVINGS ASSOCIATION,436548,ASSISTANCE,A/A,FSLIC
20490,NM,"DICKSON, TN",1830,9/12/1985,2498,1066,FIRST SECURITY BANK OF DICKSON,14785,FAILURE,PA,FDIC
24106,N,"ROSWELL, NM",10629,9/12/1985,2497,1067,"MONCOR BANK, N.A.",33293,FAILURE,PA,FDIC
21562,N,"RAMAPO, NY",0,9/13/1985,5610,1068,THE FIRST NATIONAL BANK OF ROCKLAND,29482,FAILURE,IDT,FDIC
12743,NM,"ELBA, NE",657,9/18/1985,6611,1069,ELBA STATE BANK,4735,FAILURE,PO,FDIC
30916,SL,"GLEN ELLYN, IL",18485,9/20/1985,1771,1070,GLEN ELLYN  S&LA,122108,ASSISTANCE,A/A,FSLIC
1148,SM,"SEDAN, KS",8340,9/25/1985,6612,1071,THE SEDAN STATE BANK,28153,FAILURE,PO,FDIC
4207,N,"TERRAL, OK",1723,9/27/1985,5614,1072,THE FIRST NATIONLAL BANK IN TERRAL,4063,FAILURE,PO,FDIC
18760,NM,"DENTON, TX",8021,9/27/1985,2499,1073,WESTERN STATE BANK,27831,FAILURE,PA,FDIC
31652,SL,"SPRINGFIELD, VA",776,9/27/1985,1671,1074,FAMILY FS&LA,57071,ASSISTANCE,A/A,FSLIC
32207,SL,"WINDSOR, CA",6070,9/27/1985,1689,1075,GOLDEN PACIFIC S&LA,45574,ASSISTANCE,A/A,FSLIC
15919,SI,"NEW YORK, NY",334542,10/1/1985,1924,1076,BOWERY SAVINGS BANK,5277472,ASSISTANCE,A/A,FDIC
27873,SL,"BATON ROUGE, LA",5250,10/1/1985,0,1077,BATON ROUGE S&LA,116047,ASSISTANCE,A/A,FSLIC
30922,SL,"ALBERQUERQUE, NM",19536,10/1/1985,1672,1078,SECURITY FS&LA,169057,ASSISTANCE,A/A,FSLIC
24573,N,"HIALEAH GARDENS, FL",2699,10/3/1985,2500,1079,"TOWER BANK, N.A.",20523,FAILURE,PA,FDIC
28422,SL,"PORTLAND, ME",17500,10/4/1985,1673,1080,SUN S&LA,231947,ASSISTANCE,A/A,FSLIC
15756,NM,"CANTON, OK",8576,10/10/1985,2502,1081,BANK OF CANTON,22438,FAILURE,PA,FDIC
525,SM,"SARATOGA, WY",4260,10/11/1985,2503,1082,SARATOGA STATE BANK,18470,FAILURE,PA,FDIC
4602,N,"ST. JOSEPH, MO",27105,10/11/1985,2504,1083,THE FIRST NATIONAL BANK OF ST. JOSEPH,193485,FAILURE,PA,FDIC
2321,NM,"AFTON, OK",2763,10/17/1985,2505,1084,FARMERS STATE BANK IN AFTON,10794,FAILURE,PA,FDIC
12189,NM,"KANARANZI, MN",997,10/18/1985,2508,1085,FARMERS STATE BANK OF KANARANZI,3907,FAILURE,PA,FDIC
14670,NM,"JET, OK",5621,10/18/1985,2506,1086,FIRST STATE BANK,12344,FAILURE,PA,FDIC
19383,NM,"OGDEN, UT",33895,10/18/1985,2509,1087,THE CITIZENS BANK,93459,FAILURE,PA,FDIC
23024,NM,"EARLY, TX",3103,10/18/1985,2507,1088,THE EARLY BANK,15846,FAILURE,PA,FDIC
32032,SL,"DAVIS, CA",137801,10/18/1985,7578,1089,FARMERS SAVINGS BANK,590288,FAILURE,PO,FSLIC
31841,SL,"OAKRIDGE, TN",10399,10/28/1985,1674,1090,SECURITY TRUST S&LA,28792,ASSISTANCE,A/A,FSLIC
10116,SM,"EARLY, IA",1192,11/1/1985,2510,1091,EARLY SAVINGS BANK,12890,FAILURE,PA,FDIC
23218,SM,"LANDER, WY",12300,11/1/1985,6626,1092,YELLOWSTONE STATE BANK,18676,FAILURE,PO,FDIC
23892,SM,"AURORA, CO",7453,11/1/1985,2511,1093,THE AURORA BANK,16567,FAILURE,PA,FDIC
27972,SL,"CHEHALIS, WA",1763,11/1/1985,1675,1094,LEWIS FS&LA,51877,ASSISTANCE,A/A,FSLIC
14271,SM,"AUBURN, IA",714,11/8/1985,2512,1095,AUBURN SAVINGS BANK,6833,FAILURE,PA,FDIC
18859,NM,"HOUSTON, TX",12162,11/8/1985,2513,1096,NORTHSHORE BANK,47187,FAILURE,PA,FDIC
5550,N,"TEAGUE, TX",7904,11/14/1985,5629,1097,FIRST NATIONAL BANK OF TEAGUE,31995,FAILURE,PO,FDIC
2306,NM,"DILL CITY, OK",6907,11/21/1985,2515,1098,THE DILL STATE BANK,15459,FAILURE,PA,FDIC
4740,N,"OBERLIN, KS",3983,11/21/1985,2514,1099,DECATAUR COUNTY NATIONAL BANK OF OBERLIN,18362,FAILURE,PA,FDIC
8562,NM,"CLARKSDALE, MO",1955,11/21/1985,2516,1100,THE CLARKSDALE BANK OF CLARKDALE,6167,FAILURE,PA,FDIC
13160,SM,"LA CROSSE, KS",10042,11/21/1985,6630,1101,THE FARMERS AND MERCHANTS STATE BANK OF RU,32647,FAILURE,PO,FDIC
11931,NM,"CHESTER, TX",2088,11/22/1985,2517,1102,CHESTER STATE BANK,11722,FAILURE,PA,FDIC
20533,NM,"LEO, IN",0,11/22/1985,2518,1103,ALLEN COUNTY BANK AND TRUST COMPANY,10907,FAILURE,PA,FDIC
21691,NM,"SAN DIEGO, CA",3229,11/22/1985,2519,1104,CALIFORNIA HERITAGE BANK,24114,FAILURE,PA,FDIC
30952,SL,"HEREFORD, TX",112620,11/25/1985,1810,1105,HI-PLAINS  S&LA,114611,ASSISTANCE,A/A,FSLIC
31761,SL,"ANN ARBOR, MI",31089,11/26/1985,7585,1106,USM (U.S. MUTUAL) S&LA,306069,FAILURE,PO,FSLIC
28890,SL,"SEATTLE, WA",18018,12/1/1985,1678,1107,CITIZENS FS&LA,461380,ASSISTANCE,A/A,FSLIC
27622,SL,"SIOUX CITY, IA",10000,12/2/1985,0,1108,HOME FS&LA,115303,ASSISTANCE,A/A,FSLIC
30731,SL,"MOORHEAD, MN",48882,12/2/1985,1676,1109,MIDLAND FS&LA,37978,ASSISTANCE,A/A,FSLIC
30914,SL,"PADUCAH, KY",21238,12/2/1985,1677,1110,HOME FS&LA,106672,ASSISTANCE,A/A,FSLIC
31792,SL,"SALEM, OR",85218,12/4/1985,7565,1111,CITIZENS S&LA,239709,FAILURE,IDT,FSLIC
1433,NM,"BROKEN BOW, NE",1646,12/5/1985,6637,1112,SECURITY STATE BANK,8040,FAILURE,PO,FDIC
4115,N,"HENNESSY, OK",5501,12/5/1985,5638,1113,THE FARMERS AND MERCHANTS NATIONAL BANK OF,28684,FAILURE,PO,FDIC
31321,SL,"HARRISON, AR",64079,12/6/1985,7524,1114,GUARANTY S&LA,451432,FAILURE,ABT,FSLIC
31354,SL,"CORVALLIS, OR",249036,12/6/1985,7525,1115,STATE  FS&LA,563862,FAILURE,IDT,FSLIC
12460,NM,"EXETER, MO",1236,12/13/1985,2520,1116,"THE FARMERS STATE BANK OF BARRY COUNTY, EX",4203,FAILURE,PA,FDIC
23977,N,"RUIDOSO, NM",16664,12/13/1985,2522,1117,THE FIRST NATIONAL BANK IN LINCOLN COUNTY,32024,FAILURE,PA,FDIC
24449,N,"LAKE OZARK, MO",2090,12/13/1985,2521,1118,LAKE NATIONAL BANK,19795,FAILURE,PA,FDIC
8299,NM,"PRINCETON, MO",5818,12/19/1985,6645,1119,PRINCETON STATE BANK,18366,FAILURE,PO,FDIC
8596,NM,"COMSTOCK, NE",785,12/19/1985,6642,1120,FARMERS & MERCHANTS BANK,3324,FAILURE,PO,FDIC
16732,NM,"SARGENT, NE",1573,12/19/1985,2524,1121,FARMERS STATE BANK,12474,FAILURE,PA,FDIC
18726,NM,"PANAMA, NE",1416,12/19/1985,2523,1122,BANK OF PANAMA,4376,FAILURE,PA,FDIC
1917,NM,"FROST, MN",2031,12/20/1985,2525,1123,STATE BANK OF FROST,7736,FAILURE,PA,FDIC
22698,NM,"GLENDALE, CA",5899,12/20/1985,2526,1124,FIRST CITY BANK,35813,FAILURE,PA,FDIC
30507,SL,"BROWNFIELD, TX",10973,12/20/1985,1796,1125,BROWNFIELD  S&LA,64709,ASSISTANCE,A/A,FSLIC
31117,SL,"LUBBOCK, TX",1148063,12/20/1985,1799,1126,STATE S&LA OF LUBBOCK,841612,ASSISTANCE,A/A,FSLIC
16074,SI,"WHITE PLAINS, NY",5723,12/31/1985,1925,1127,HOME SAVINGS BANK,413948,ASSISTANCE,A/A,FDIC
30611,SL,"TALAHASSEE, FL",12854,12/31/1985,1679,1128,SUN FS&LA,367489,ASSISTANCE,A/A,FSLIC
29406,SL,"ASHTABULA, OH",,1/2/1986,0,1129,FIRST FS&LA,52751,ASSISTANCE,A/A,FSLIC
4798,N,"WHITE CITY, KS",3408,1/9/1986,2527,1130,THE FIRST NATIONAL BANK OF WHITE CITY,9607,FAILURE,PA,FDIC
8976,NM,"CACHE, OK",4108,1/9/1986,2528,1131,FIRST STATE BANK,20725,FAILURE,PA,FDIC
32205,SL,"MANHATTAN BEACH, CA",23812,1/9/1986,6933,1132,MANHATTAN BEACH S&LA,51119,FAILURE,IDT,FSLIC
8147,NM,"LAKE PROVIDENCE, LA",13622,1/10/1986,2529,1133,BANK OF DIXIE,41444,FAILURE,PA,FDIC
21722,NM,"METAIRIE, LA",15563,1/17/1986,2530,1134,FIRST PROGRESSIVE BANK,39362,FAILURE,PA,FDIC
22670,NM,"CASPER, WY",7066,1/17/1986,6652,1135,AMERICAN BANK OF CASPER,20489,FAILURE,IDT,FDIC
22715,SM,"SALT LAKE CITY, UT",10297,1/24/1986,2531,1136,UTAH FIRSTBANK,38492,FAILURE,PA,FDIC
22818,SM,"SALT LAKE CITY, UT",537,1/24/1986,2532,1137,PIONEER STATE BANK,11698,FAILURE,PA,FDIC
32273,SL,"ST. LOUIS, MO",100781,1/30/1986,7562,1138,BOHEMIAN S&LA,242394,FAILURE,IDT,FSLIC
32149,SL,"LAS VEGAS, NV",3,1/31/1986,1878,1139,GREAT WEST S&LA,52115,ASSISTANCE,A/A,FSLIC
4422,N,"ALBIA, IA",13438,2/6/1986,5655,1140,THE PEOPLES NATIONAL BANK & TRUST,51966,FAILURE,PO,FDIC
11484,SM,"TECUMSEH, NE",4818,2/7/1986,2534,1141,JOHNSON COUNTY BANK,20173,FAILURE,PA,FDIC
20572,NM,"PLACENTIA, CA",0,2/7/1986,6657,1142,VALENCIA BANK,101081,FAILURE,IDT,FDIC
31645,SL,"KANSAS CITY, KS",24,2/7/1986,1692,1143,CORONADO FS&LA,12728,ASSISTANCE,A/A,FSLIC
32058,SL,"EXETER, CA",29755,2/12/1986,7566,1144,MT. WHITNEY S&LA,81642,FAILURE,IDT,FSLIC
16740,N,"TIPTON, IA",665,2/14/1986,2535,1145,FIRST NATIONAL BANK OF TIPTON,17896,FAILURE,PA,FDIC
20859,NM,"ST. PETERSBURG, FL",134893,2/14/1986,2536,1146,PARK BANK OF FLORIDA,591667,FAILURE,PA,FDIC
25162,N,"DALLAS, TX",3208,2/14/1986,5660,1147,"EXECUTIVE CENTER BANK, N.A.",9911,FAILURE,PO,FDIC
32006,SL,"COSTA MESA, CA",743908,2/14/1986,7576,1148,AMERICAN DIVERSIFIED SAVINGS BANK,978635,FAILURE,PO,FSLIC
32215,SL,"JACKSONVILLE BEACH, FL",33410,2/14/1986,0,1149,INTERCAPITAL S&LA,65233,FAILURE,IDT,FSLIC
19405,N,"DOUGLAS, WY",4103,2/21/1986,2538,1150,FIRST NATIONAL BANK AT DOUGLAS,14020,FAILURE,PA,FDIC
23151,SM,"ELK CITY, OK",7862,2/21/1986,6661,1151,ELK CITY STATE BANK,22159,FAILURE,PO,FDIC
29920,SL,"MOUNT PLEASANT, IA",98990,2/21/1986,7574,1152,CAPITOL S&LA,192018,FAILURE,IDT,FSLIC
3224,N,"GORMAN, TX",5669,2/27/1986,2537,1153,THE FIRST NATIONAL BANK OF GORMAN,14486,FAILURE,PA,FDIC
5482,N,"TEKAMAH, NE",2204,3/6/1986,2539,1154,THE FIRST NATIONAL BANK OF TEKAMAH,21166,FAILURE,PA,FDIC
13920,N,"PLAINVIEW, TX",1632,3/6/1986,2540,1155,THE CITY NATIONAL BANK OF PLAINVIEW,48357,FAILURE,PA,FDIC
9391,NM,"WINIGAN, MO",1270,3/7/1986,6666,1156,THE CITIZENS BANK OF WINIGAN,6534,FAILURE,PO,FDIC
1405,NM,"LAMBERTON, MN",3611,3/14/1986,6667,1157,FARMERS & MERCHANTS ST BK OF LAMBERTON,17139,FAILURE,IDT,FDIC
31186,SL,"WICHITA FALLS, TX",578793,3/14/1986,1797,1158,MERCURY S&LA OF TEXAS,664049,ASSISTANCE,A/A,FSLIC
31590,SL,"CAMERON, TX",348177,3/14/1986,1797,1159,BEN MILAM S&LA,306041,ASSISTANCE,A/A,FSLIC
12667,NM,"WILLIAMS, IA",359,3/20/1986,2541,1160,WILLIAMS SAVINGS BANK,12847,FAILURE,PA,FDIC
31380,SL,"REDDING, CA",-223,3/20/1986,0,1161,FIRST FS&LA OF REDDING,39642,ASSISTANCE,A/A,FSLIC
31632,SL,"OXNARD, CA",-185,3/20/1986,0,1162,HACIENDA FS&LA,34456,ASSISTANCE,A/A,FSLIC
30966,SL,"LONGVIEW, WA",3428,3/21/1986,0,1163,GUARANTY S&LA,22341,FAILURE,IDT,FSLIC
9951,NM,"STOCKHOLM, SD",991,3/27/1986,2544,1164,STOCKHOLM STATE BANK,7154,FAILURE,PA,FDIC
11911,NM,"MEMPHIS, TX",4708,3/27/1986,2543,1165,FIRST STATE BANK,17008,FAILURE,PA,FDIC
17616,NM,"WHITE CLOUD, KS",1399,3/27/1986,2542,1166,FIRST STATE BANK,6083,FAILURE,PA,FDIC
31927,SL,"LOS ANGELES, CA",,3/27/1986,0,1167,WESTWOOD S&LA,583179,FAILURE,MGR,FSLIC
14389,NM,"HUNTSVILLE, MO",4718,3/28/1986,6672,1168,FARMERS & MERCHANTS BANK OF HUNTSVILLE,16603,FAILURE,IDT,FDIC
22432,NM,"OGDEN, UT",2764,3/28/1986,2545,1169,FAMILY BANK,27979,FAILURE,PA,FDIC
31702,SL,"SAN FRANCISCO, CA",51973,3/28/1986,1681,1170,"UNITED BANK, SSB",590234,ASSISTANCE,A/A,FSLIC
22774,N,"EAST CHICAGO, IN",1180,4/3/1986,2546,1171,INDUSTRIAL NATIONAL BANK OF EAST CHICAGO,8387,FAILURE,PA,FDIC
23190,N,"CARLSBAD, NM",10919,4/3/1986,2547,1172,EDDY COUNTY NATIONAL BANK,30352,FAILURE,PA,FDIC
30342,SL,"HOUSTON, TX",1124399,4/4/1986,7529,1173,MAINLAND  S&LA,1003281,FAILURE,ABT,FSLIC
4452,N,"DYERSVILLE, IA",11234,4/10/1986,2548,1174,THE NATIONAL BANK,43038,FAILURE,PA,FDIC
11451,NM,"MERCER, MO",1987,4/10/1986,6677,1175,THE PEOPLES BANK OF MERCER,10412,FAILURE,PO,FDIC
14308,N,"RUSTON, LA",2287,4/10/1986,2549,1176,THE FIRST NATIONAL BANK OF RUSTON,31539,FAILURE,PA,FDIC
23920,N,"LOS ANGELES, CA",10939,4/11/1986,2550,1177,CENTER NATIONAL BANK,47721,FAILURE,PA,FDIC
31550,SL,"BENTON, IL",25478,4/14/1986,1792,1178,FIRST AMERICAN S&LA,80596,ASSISTANCE,A/A,FSLIC
31943,SL,"SAN RAFAEL, CA",117355,4/14/1986,1783,1179,COLUMBUS S&LA,271460,ASSISTANCE,A/A,FSLIC
32059,SL,"SAN FRANCISCO, CA",,4/14/1986,0,1180,GATEWAY SB,155852,FAILURE,MGR,FSLIC
13925,NM,"TALMAGE, KS",1530,4/16/1986,1927,1181,THE TALMAGE STATE BANK,9258,ASSISTANCE,A/A,FDIC
31989,SL,"PARK CITY, UT",46076,4/16/1986,7555,1182,SUMMIT S&LA,210684,FAILURE,PO,FSLIC
21531,NM,"ORLANDO, FL",14758,4/18/1986,2551,1183,FLORIDA CENTER BANK,78891,FAILURE,PA,FDIC
16943,NM,"MAYNARDVILLE, TN",3473,4/22/1986,6681,1184,UNION COUNTY BANK,32902,FAILURE,IDT,FDIC
3088,N,"BANDERA, TX",2459,4/24/1986,2553,1185,THE FIRST NATIONAL BANK OF BANDERA,15541,FAILURE,PA,FDIC
18534,N,"IRVING, TX",5247,4/24/1986,2552,1186,FIRST NATIONAL BANK OF IRVING,38462,FAILURE,PA,FDIC
28563,SL,"ST. LOUIS, MO",1,4/30/1986,1684,1187,WASHINGTON FIRST FS&LA,57463,ASSISTANCE,A/A,FSLIC
4055,N,"CARTER, OK",1508,5/1/1986,5686,1188,THE FIRST NATIONAL BANK OF CARTER,7344,FAILURE,PO,FDIC
4426,N,"BEDFORD, IA",4648,5/1/1986,2555,1189,THE BEDFORD NATIONAL BANK,19323,FAILURE,PA,FDIC
4742,NM,"NORTONVILLE, KS",2473,5/1/1986,2554,1190,BANK OF NORTONVILLE,7249,FAILURE,PA,FDIC
4215,NM,"TULSA, OK",52895,5/8/1986,2556,1191,BANK OF COMMERCE & TRUST COMPANY,182653,FAILURE,PA,FDIC
2864,NM,"MALAD CITY, ID",17244,5/9/1986,2558,1192,FIRST BANK & TRUST OF IDAHO,55867,FAILURE,PA,FDIC
19216,NM,"RAINSVILLE, AL",566,5/9/1986,2557,1193,RAINSVILLE BANK,17489,FAILURE,PA,FDIC
14767,NM,"ST. FRANCIS, KS",8430,5/15/1986,2559,1194,THE CITIZENS STATE BANK OF ST. FRANCIS,24189,FAILURE,PA,FDIC
24645,N,"LAGUNA HILLS, CA",3937,5/15/1986,5691,1195,SADDLEBACK NATIONAL BANK,13454,FAILURE,IDT,FDIC
32199,SL,"IRVINE, CA",36074,5/22/1986,7542,1196,CONSOLIDATED SAVINGS BANK,84370,FAILURE,PO,FSLIC
16382,NM,"EDINBURG, TX",21671,5/23/1986,2561,1197,FIRST STATE BANK & TRUST COMPANY,137947,FAILURE,PA,FDIC
20857,NM,"SOUTH MIAMI, FL",58532,5/23/1986,6694,1198,SUNSHINE STATE BANK,109404,FAILURE,PO,FDIC
20912,NM,"ENGLEWOOD, CO",2050,5/23/1986,2560,1199,CENTENNIAL STATE BANK OF COLORADO,20357,FAILURE,PA,FDIC
14034,NM,"ROSELAND, NE",662,5/28/1986,2562,1200,ROSELAND STATE BANK,12020,FAILURE,PA,FDIC
4157,N,"NORMAN, OK",28732,5/29/1986,5697,1201,THE FIRST NATIONAL BK & TR CO. OF NORMAN,73170,FAILURE,IDT,FDIC
25297,N,"LONE ROCK, IA",2200,5/29/1986,2563,1202,"THE LONE ROCK BANK, N.A.",7462,FAILURE,PA,FDIC
8315,NM,"COLUMBIA FALLS, MT",18393,5/30/1986,2565,1203,BANK OF COLUMBIA FALLS,41470,FAILURE,PA,FDIC
22456,SB,"MAYAGUEZ, PR",6985,5/30/1986,2564,1204,"BANCO DE AHORRO, F.S.B.",33961,FAILURE,PA,FDIC
32314,SL,"CARLSBAD, CA",36562,5/31/1986,7531,1205,SEAPOINTE S&LA,17343,FAILURE,IDT,FSLIC
